Metadata_Count_Cells
Cells_Texture_InfoMeas1_AGP_20_03_256
Cells_Texture_InfoMeas1_BrightField_20_00_256
Cells_Texture_InfoMeas1_DNA_20_00_256
Cells_Texture_InfoMeas1_DNA_20_01_256
Cells_Texture_InfoMeas1_DNA_5_02_256
Cells_Texture_InfoMeas1_ER_20_00_256
Cells_Texture_InfoMeas1_ER_20_01_256
Cells_Texture_InfoMeas1_ER_20_03_256
Cells_Texture_InfoMeas1_Mito_20_00_256
Cells_Texture_InfoMeas1_Mito_20_01_256
Cells_Texture_InfoMeas1_RNA_20_02_256
Cells_Texture_InfoMeas1_RNA_20_03_256
Cells_Texture_InfoMeas2_BrightField_20_00_256
Cells_Texture_InfoMeas2_DNA_5_02_256
Cells_Texture_InfoMeas2_ER_20_00_256
Cells_Texture_InfoMeas2_ER_20_03_256
Cells_Texture_SumAverage_ER_20_00_256
Cells_Texture_SumAverage_Mito_20_02_256
Cells_Texture_SumEntropy_DNA_20_01_256
Cells_Texture_SumVariance_BrightField_20_03_256
Cells_Texture_SumVariance_Mito_5_01_256
Cells_Texture_Variance_DNA_20_01_256
Cytoplasm_AreaShape_BoundingBoxMinimum_X
Cytoplasm_AreaShape_Compactness
Cytoplasm_AreaShape_Eccentricity
Cytoplasm_AreaShape_FormFactor
Cytoplasm_AreaShape_Orientation
Cytoplasm_AreaShape_Zernike_0_0
Cytoplasm_AreaShape_Zernike_1_1
Cytoplasm_AreaShape_Zernike_2_2
Cytoplasm_AreaShape_Zernike_3_1
Cytoplasm_AreaShape_Zernike_4_0
Cytoplasm_AreaShape_Zernike_4_2
Cytoplasm_AreaShape_Zernike_4_4
Cytoplasm_AreaShape_Zernike_5_1
Cytoplasm_AreaShape_Zernike_5_3
Cytoplasm_AreaShape_Zernike_6_0
Cytoplasm_AreaShape_Zernike_6_2
Cytoplasm_AreaShape_Zernike_6_4
Cytoplasm_AreaShape_Zernike_6_6
Cytoplasm_AreaShape_Zernike_7_1
Cytoplasm_AreaShape_Zernike_7_3
Cytoplasm_AreaShape_Zernike_7_5
Cytoplasm_AreaShape_Zernike_8_0
Cytoplasm_AreaShape_Zernike_8_2
Cytoplasm_AreaShape_Zernike_8_4
Cytoplasm_AreaShape_Zernike_8_6
Cytoplasm_AreaShape_Zernike_8_8
Cytoplasm_AreaShape_Zernike_9_1
Cytoplasm_AreaShape_Zernike_9_3
Cytoplasm_AreaShape_Zernike_9_5
Cytoplasm_AreaShape_Zernike_9_7
Cytoplasm_AreaShape_Zernike_9_9
Cytoplasm_Correlation_Correlation_BrightField_DNA
Cytoplasm_Correlation_Correlation_ER_Mito
Cytoplasm_Correlation_Correlation_ER_RNA
Cytoplasm_Correlation_K_AGP_Mito
Cytoplasm_Correlation_K_DNA_BrightField
Cytoplasm_Correlation_K_DNA_ER
Cytoplasm_Correlation_K_DNA_Mito
Cytoplasm_Correlation_K_ER_DNA
Cytoplasm_Correlation_K_ER_Mito
Cytoplasm_Correlation_K_Mito_DNA
Cytoplasm_Correlation_K_Mito_ER
Cytoplasm_Correlation_K_RNA_DNA
Cytoplasm_Correlation_Manders_ER_DNA
Cytoplasm_Correlation_Overlap_AGP_DNA
Cytoplasm_Correlation_Overlap_BrightField_DNA
Cytoplasm_Correlation_Overlap_DNA_ER
Cytoplasm_Correlation_Overlap_DNA_Mito
Cytoplasm_Correlation_Overlap_DNA_RNA
Cytoplasm_Correlation_Overlap_ER_RNA
Cytoplasm_Correlation_RWC_AGP_ER
Cytoplasm_Correlation_RWC_AGP_RNA
Cytoplasm_Correlation_RWC_BrightField_DNA
Cytoplasm_Correlation_RWC_DNA_BrightField
Cytoplasm_Correlation_RWC_DNA_Mito
Cytoplasm_Correlation_RWC_DNA_RNA
Cytoplasm_Correlation_RWC_ER_AGP
Cytoplasm_Correlation_RWC_ER_Mito
Cytoplasm_Correlation_RWC_ER_RNA
Cytoplasm_Correlation_RWC_Mito_AGP
Cytoplasm_Correlation_RWC_RNA_AGP
Cytoplasm_Correlation_RWC_RNA_ER
Cytoplasm_Granularity_1_BrightField
Cytoplasm_Granularity_2_BrightField
Cytoplasm_Granularity_2_ER
Cytoplasm_Granularity_3_DNA
Cytoplasm_Granularity_4_DNA
Cytoplasm_Granularity_5_DNA
Cytoplasm_Granularity_5_ER
Cytoplasm_Granularity_6_DNA
Cytoplasm_Intensity_IntegratedIntensityEdge_AGP
Cytoplasm_Intensity_IntegratedIntensityEdge_DNA
Cytoplasm_Intensity_IntegratedIntensityEdge_ER
Cytoplasm_Intensity_IntegratedIntensityEdge_Mito
Cytoplasm_Intensity_LowerQuartileIntensity_Mito
Cytoplasm_Intensity_MassDisplacement_DNA
Cytoplasm_Intensity_MaxIntensity_Mito
Cytoplasm_Intensity_MeanIntensityEdge_DNA
Cytoplasm_Intensity_MedianIntensity_BrightField
Cytoplasm_Intensity_MinIntensityEdge_BrightField
Cytoplasm_Intensity_MinIntensity_BrightField
Cytoplasm_RadialDistribution_FracAtD_BrightField_2of4
Cytoplasm_RadialDistribution_FracAtD_BrightField_4of4
Cytoplasm_RadialDistribution_FracAtD_DNA_1of4
Cytoplasm_RadialDistribution_FracAtD_DNA_4of4
Cytoplasm_RadialDistribution_FracAtD_ER_2of4
Cytoplasm_RadialDistribution_FracAtD_ER_4of4
Cytoplasm_RadialDistribution_FracAtD_Mito_3of4
Cytoplasm_RadialDistribution_MeanFrac_BrightField_1of4
Cytoplasm_RadialDistribution_MeanFrac_BrightField_2of4
Cytoplasm_RadialDistribution_MeanFrac_BrightField_3of4
Cytoplasm_RadialDistribution_MeanFrac_BrightField_4of4
Cytoplasm_RadialDistribution_MeanFrac_DNA_3of4
Cytoplasm_RadialDistribution_MeanFrac_DNA_4of4
Cytoplasm_RadialDistribution_MeanFrac_ER_3of4
Cytoplasm_RadialDistribution_MeanFrac_ER_4of4
Cytoplasm_RadialDistribution_RadialCV_BrightField_1of4
Cytoplasm_RadialDistribution_RadialCV_DNA_1of4
Cytoplasm_RadialDistribution_RadialCV_ER_1of4
Cytoplasm_RadialDistribution_RadialCV_Mito_1of4
Cytoplasm_RadialDistribution_RadialCV_RNA_1of4
Cytoplasm_Texture_AngularSecondMoment_BrightField_5_03_256
Cytoplasm_Texture_AngularSecondMoment_ER_10_01_256
Cytoplasm_Texture_AngularSecondMoment_ER_5_02_256
Cytoplasm_Texture_AngularSecondMoment_RNA_5_00_256
Cytoplasm_Texture_Contrast_Mito_20_00_256
Cytoplasm_Texture_Correlation_AGP_20_01_256
Cytoplasm_Texture_Correlation_AGP_20_03_256
Cytoplasm_Texture_Correlation_BrightField_10_00_256
Cytoplasm_Texture_Correlation_BrightField_10_01_256
Cytoplasm_Texture_Correlation_BrightField_10_02_256
Cytoplasm_Texture_Correlation_BrightField_10_03_256
Cytoplasm_Texture_Correlation_BrightField_20_01_256
Cytoplasm_Texture_Correlation_BrightField_5_00_256
Cytoplasm_Texture_Correlation_BrightField_5_01_256
Cytoplasm_Texture_Correlation_BrightField_5_03_256
Cytoplasm_Texture_Correlation_DNA_10_00_256
Cytoplasm_Texture_Correlation_DNA_10_01_256
Cytoplasm_Texture_Correlation_DNA_10_02_256
Cytoplasm_Texture_Correlation_DNA_10_03_256
Cytoplasm_Texture_Correlation_DNA_20_03_256
Cytoplasm_Texture_Correlation_DNA_5_00_256
Cytoplasm_Texture_Correlation_DNA_5_01_256
Cytoplasm_Texture_Correlation_Mito_10_03_256
Cytoplasm_Texture_Correlation_Mito_20_02_256
Cytoplasm_Texture_Correlation_Mito_20_03_256
Cytoplasm_Texture_Correlation_RNA_20_03_256
Cytoplasm_Texture_DifferenceEntropy_AGP_20_00_256
Cytoplasm_Texture_DifferenceEntropy_ER_20_02_256
Cytoplasm_Texture_DifferenceEntropy_Mito_20_01_256
Cytoplasm_Texture_DifferenceVariance_ER_20_03_256
Cytoplasm_Texture_DifferenceVariance_Mito_10_03_256
Cytoplasm_Texture_Entropy_ER_10_01_256
Cytoplasm_Texture_Entropy_RNA_10_00_256
Cytoplasm_Texture_InfoMeas1_AGP_10_00_256
Cytoplasm_Texture_InfoMeas1_DNA_10_02_256
Cytoplasm_Texture_InfoMeas1_DNA_20_02_256
Cytoplasm_Texture_InfoMeas1_DNA_5_00_256
Cytoplasm_Texture_InfoMeas1_ER_20_02_256
Cytoplasm_Texture_InfoMeas1_ER_5_00_256
Cytoplasm_Texture_InfoMeas1_Mito_10_02_256
Cytoplasm_Texture_InfoMeas1_Mito_20_03_256
Cytoplasm_Texture_InfoMeas1_Mito_5_02_256
Cytoplasm_Texture_InfoMeas1_RNA_10_01_256
Cytoplasm_Texture_InfoMeas1_RNA_20_02_256
Cytoplasm_Texture_InfoMeas2_AGP_20_00_256
Cytoplasm_Texture_InfoMeas2_ER_5_00_256
Cytoplasm_Texture_InfoMeas2_Mito_20_03_256
Cytoplasm_Texture_InfoMeas2_Mito_5_02_256
Cytoplasm_Texture_InfoMeas2_RNA_10_00_256
Cytoplasm_Texture_InfoMeas2_RNA_10_01_256
Cytoplasm_Texture_SumAverage_BrightField_20_01_256
Cytoplasm_Texture_SumEntropy_DNA_5_01_256
Cytoplasm_Texture_SumEntropy_Mito_5_00_256
Cytoplasm_Texture_SumVariance_DNA_20_00_256
Cytoplasm_Texture_SumVariance_DNA_20_01_256
Cytoplasm_Texture_Variance_Mito_20_01_256
Cytoplasm_Texture_Variance_RNA_20_01_256
Nuclei_AreaShape_BoundingBoxArea
Nuclei_AreaShape_BoundingBoxMinimum_Y
Nuclei_AreaShape_Compactness
Nuclei_AreaShape_Extent
Nuclei_AreaShape_FormFactor
Nuclei_AreaShape_Orientation
Nuclei_AreaShape_Solidity
Nuclei_AreaShape_Zernike_2_0
Nuclei_AreaShape_Zernike_2_2
Nuclei_AreaShape_Zernike_3_1
Nuclei_AreaShape_Zernike_4_0
Nuclei_AreaShape_Zernike_4_2
Nuclei_AreaShape_Zernike_4_4
Nuclei_AreaShape_Zernike_5_1
Nuclei_AreaShape_Zernike_6_0
Nuclei_AreaShape_Zernike_6_2
Nuclei_AreaShape_Zernike_6_4
Nuclei_AreaShape_Zernike_7_1
Nuclei_AreaShape_Zernike_7_3
Nuclei_AreaShape_Zernike_8_0
Nuclei_AreaShape_Zernike_8_2
Nuclei_AreaShape_Zernike_8_4
Nuclei_AreaShape_Zernike_8_6
Nuclei_AreaShape_Zernike_9_1
Nuclei_AreaShape_Zernike_9_3
Nuclei_AreaShape_Zernike_9_5
Nuclei_Correlation_Correlation_AGP_ER
Nuclei_Correlation_Correlation_AGP_RNA
Nuclei_Correlation_Correlation_BrightField_DNA
Nuclei_Correlation_Correlation_BrightField_ER
Nuclei_Correlation_Correlation_BrightField_Mito
Nuclei_Correlation_Correlation_DNA_ER
Nuclei_Correlation_Correlation_DNA_Mito
Nuclei_Correlation_Correlation_DNA_RNA
Nuclei_Correlation_Correlation_ER_Mito
Nuclei_Correlation_Correlation_ER_RNA
Nuclei_Correlation_Correlation_Mito_RNA
Nuclei_Correlation_K_AGP_DNA
Nuclei_Correlation_K_ER_RNA
Nuclei_Correlation_K_RNA_AGP
Nuclei_Correlation_K_RNA_ER
Nuclei_Correlation_Overlap_AGP_ER
Nuclei_Correlation_Overlap_AGP_RNA
Nuclei_Correlation_Overlap_BrightField_RNA
Nuclei_Correlation_Overlap_DNA_ER
Nuclei_Correlation_Overlap_DNA_Mito
Nuclei_Correlation_Overlap_DNA_RNA
Nuclei_Correlation_Overlap_ER_Mito
Nuclei_Correlation_Overlap_ER_RNA
Nuclei_Correlation_RWC_DNA_BrightField
Nuclei_Correlation_RWC_ER_BrightField
Nuclei_Correlation_RWC_RNA_BrightField
Nuclei_Granularity_1_DNA
Nuclei_Granularity_4_DNA
Nuclei_Granularity_6_DNA
Nuclei_Intensity_IntegratedIntensityEdge_RNA
Nuclei_Intensity_IntegratedIntensity_AGP
Nuclei_Intensity_LowerQuartileIntensity_DNA
Nuclei_Intensity_MassDisplacement_DNA
Nuclei_Intensity_MassDisplacement_ER
Nuclei_Intensity_MassDisplacement_Mito
Nuclei_Intensity_MinIntensityEdge_DNA
Nuclei_Intensity_MinIntensityEdge_Mito
Nuclei_Intensity_MinIntensity_ER
Nuclei_Neighbors_AngleBetweenNeighbors_2
Nuclei_RadialDistribution_FracAtD_BrightField_3of4
Nuclei_RadialDistribution_FracAtD_ER_1of4
Nuclei_RadialDistribution_FracAtD_Mito_3of4
Nuclei_RadialDistribution_FracAtD_RNA_4of4
Nuclei_RadialDistribution_MeanFrac_BrightField_1of4
Nuclei_RadialDistribution_MeanFrac_BrightField_2of4
Nuclei_RadialDistribution_MeanFrac_BrightField_3of4
Nuclei_RadialDistribution_MeanFrac_BrightField_4of4
Nuclei_RadialDistribution_MeanFrac_ER_1of4
Nuclei_RadialDistribution_MeanFrac_RNA_1of4
Nuclei_RadialDistribution_RadialCV_AGP_1of4
Nuclei_RadialDistribution_RadialCV_AGP_2of4
Nuclei_RadialDistribution_RadialCV_DNA_1of4
Nuclei_RadialDistribution_RadialCV_DNA_2of4
Nuclei_RadialDistribution_RadialCV_ER_1of4
Nuclei_RadialDistribution_RadialCV_ER_2of4
Nuclei_RadialDistribution_RadialCV_Mito_1of4
Nuclei_RadialDistribution_RadialCV_Mito_2of4
Nuclei_RadialDistribution_RadialCV_RNA_1of4
Nuclei_RadialDistribution_RadialCV_RNA_2of4
Nuclei_RadialDistribution_RadialCV_RNA_3of4
Nuclei_Texture_AngularSecondMoment_BrightField_10_03_256
Nuclei_Texture_AngularSecondMoment_RNA_10_03_256
Nuclei_Texture_Contrast_ER_10_03_256
Nuclei_Texture_Correlation_AGP_10_01_256
Nuclei_Texture_Correlation_AGP_5_00_256
Nuclei_Texture_Correlation_BrightField_10_00_256
Nuclei_Texture_Correlation_BrightField_10_01_256
Nuclei_Texture_Correlation_BrightField_10_03_256
Nuclei_Texture_Correlation_BrightField_5_00_256
Nuclei_Texture_Correlation_BrightField_5_01_256
Nuclei_Texture_Correlation_BrightField_5_02_256
Nuclei_Texture_Correlation_BrightField_5_03_256
Nuclei_Texture_Correlation_DNA_10_01_256
Nuclei_Texture_Correlation_DNA_10_02_256
Nuclei_Texture_Correlation_DNA_5_02_256
Nuclei_Texture_Correlation_ER_10_00_256
Nuclei_Texture_Correlation_ER_10_01_256
Nuclei_Texture_Correlation_ER_10_02_256
Nuclei_Texture_Correlation_ER_10_03_256
Nuclei_Texture_Correlation_ER_5_00_256
Nuclei_Texture_Correlation_ER_5_01_256
Nuclei_Texture_Correlation_ER_5_03_256
Nuclei_Texture_Correlation_Mito_10_00_256
Nuclei_Texture_Correlation_Mito_5_02_256
Nuclei_Texture_Correlation_Mito_5_03_256
Nuclei_Texture_Correlation_RNA_10_00_256
Nuclei_Texture_Correlation_RNA_10_02_256
Nuclei_Texture_Correlation_RNA_10_03_256
Nuclei_Texture_Correlation_RNA_5_01_256
Nuclei_Texture_Correlation_RNA_5_03_256
Nuclei_Texture_DifferenceVariance_Mito_10_03_256
Nuclei_Texture_Entropy_BrightField_10_03_256
Nuclei_Texture_Entropy_DNA_10_03_256
Nuclei_Texture_Entropy_RNA_10_03_256
Nuclei_Texture_InfoMeas1_Mito_5_02_256
Nuclei_Texture_SumEntropy_Mito_10_03_256
